facility_id,facility_name,address,city,state,zip_code,county,phone,hospital_type,hospital_ownership,emergency_services,birthing_friendly,overall_rating,readm_group_measure_count,readm_n_measures,readm_n_better,readm_n_no_different,readm_n_worse,overall_rating_footnote,readm_group_footnote,pt_exp_group_footnote,pt_exp_group_measure_count,pt_exp_n_measures,census_region,edac_30_hf_score,edac_30_hf_compared,edac_30_hf_denominator,edac_30_hf_lower,edac_30_hf_higher,edac_30_hf_footnote,edac_30_pn_score,edac_30_pn_compared,edac_30_pn_denominator,edac_30_pn_lower,edac_30_pn_higher,edac_30_pn_footnote,readm_30_ami_score,readm_30_ami_compared,readm_30_ami_denominator,readm_30_ami_lower,readm_30_ami_higher,readm_30_ami_footnote,readm_30_copd_score,readm_30_copd_compared,readm_30_copd_denominator,readm_30_copd_lower,readm_30_copd_higher,readm_30_copd_footnote,readm_30_hf_score,readm_30_hf_compared,readm_30_hf_denominator,readm_30_hf_lower,readm_30_hf_higher,readm_30_hf_footnote,readm_30_pn_score,readm_30_pn_compared,readm_30_pn_denominator,readm_30_pn_lower,readm_30_pn_higher,readm_30_pn_footnote,h_comp_1_linear_score,h_comp_1_linear_score_n_surveys,h_comp_1_star_rating,h_comp_1_star_rating_n_surveys,h_hsp_rating_linear_score,h_hsp_rating_linear_score_n_surveys,h_hsp_rating_star_rating,h_hsp_rating_star_rating_n_surveys,h_star_rating,h_star_rating_n_surveys,edv_score,edv_footnote,op_18b_score,op_18b_footnote
241368,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,425 NORTH ELM STREET,SAUK CENTRE,MN,56378,STEARNS,(320) 352-2221,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Yes,,11,2,0,2,0,16,,,15,15,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,22.1,No different than the national rate,29,18.4,26.6,,16.4,No different than the national rate,59,13.5,19.7,,,73,,73,,73,,73,,73,Low,,109.0,
241369,UNITED HOSPITAL DISTRICT,515 SOUTH MOORE STREET,BLUE EARTH,MN,56013,FARIBAULT,(507) 526-3273,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Yes,5,11,4,1,3,0,,,,15,10,Midwest,-49.9,Fewer days than average per 100 discharges,26,-63.0,-33.2,,-18.8,Fewer days than average per 100 discharges,36,-30.1,-5.5,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.1,No different than the national rate,25,14.0,20.8,,94,188,5,188,90,188,4,188,4,188,Low,,128.0,
241370,ST GABRIELS HOSPITAL,815 SOUTHEAST SECOND STREET,LITTLE FALLS,MN,56345,MORRISON,(320) 632-5441,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,4,0,3,1,,,,15,15,Midwest,-21.2,Average days per 100 discharges,28,-46.2,12.4,,70.6,More days than average per 100 discharges,42,39.3,109.0,,,Number of cases too small,,,,1,20.1,No different than the national rate,34,16.4,24.3,,21.4,No different than the national rate,43,17.8,25.9,,17.7,No different than the national rate,81,14.5,21.4,,91,195,3,195,87,195,3,195,4,195,Low,,141.0,
241371,SANFORD LUVERNE MEDICAL CENTER,1600 N KNISS AVENUE P O BOX 1019,LUVERNE,MN,56156,ROCK,(507) 283-2321,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,2,0,2,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,4.8,Average days per 100 discharges,59,-11.1,27.5,,,,,,,7,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.5,No different than the national rate,84,13.8,19.9,,,80,,80,,80,,80,,80,Low,,116.0,
241372,MADISON HOSPITAL,820 THIRD AVENUE,MADISON,MN,56256,LAC QUI PARLE,(320) 598-7536,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,,,,,,Low,,108.0,
241373,PERHAM HEALTH,1000 CONEY STREET WEST,PERHAM,MN,56573,OTTER TAIL,(218) 347-4500,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,3,11,4,1,2,1,,,,15,10,Midwest,12.6,Average days per 100 discharges,52,-18.2,55.0,,-19.0,Fewer days than average per 100 discharges,60,-34.0,-1.3,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,20.0,No different than the national rate,61,16.6,23.6,,16.4,No different than the national rate,84,13.7,19.7,,95,181,5,181,95,181,5,181,5,181,Low,,135.0,
241374,PIPESTONE COUNTY  MEDICAL CENTER,916 4TH AVENUE SOUTHWEST,PIPESTONE,MN,56164,PIPESTONE,(507) 825-5811,Critical Access Hospitals,Government - Local,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,-49.2,Fewer days than average per 100 discharges,27,-60.9,-34.4,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.1,No different than the national rate,42,14.0,20.5,,,83,,83,,83,,83,,83,,5,132.0,
241375,MINNESOTA VALLEY HEALTH CENTER  INC,621 SOUTH FOURTH STREET,LE SUEUR,MN,56058,LE SUEUR,(507) 665-3375,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,,,,,16,5,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,,,,,,Low,,105.0,
241376,GLACIAL RIDGE HOSPITAL,10 4TH AVENUE SOUTHEAST,GLENWOOD,MN,56334,POPE,(320) 634-4521,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,4,11,4,0,3,1,,,,15,10,Midwest,-46.3,Fewer days than average per 100 discharges,33,-70.2,-17.7,,81.1,More days than average per 100 discharges,46,46.6,121.4,,,,,,,7,19.5,No different than the national rate,36,16.2,23.2,,21.0,No different than the national rate,34,17.4,25.1,,18.0,No different than the national rate,64,15.0,21.3,,97,201,5,201,95,201,5,201,5,201,Low,,140.0,
241377,ST FRANCIS MEDICAL CENTER,2400 ST FRANCIS DRIVE,BRECKENRIDGE,MN,56520,WILKIN,(218) 643-3000,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,11,4,0,4,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,34.7,More days than average per 100 discharges,28,8.1,66.6,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.7,No different than the national rate,42,14.7,21.2,,,55,,55,,55,,55,,55,Low,,110.0,
241378,NEW ULM MEDICAL CENTER,1324 FIFTH NORTH STREET,NEW ULM,MN,56073,BROWN,(507) 217-5000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,8,0,8,0,,,,15,15,Midwest,-19.2,Average days per 100 discharges,113,-41.2,14.2,,-29.7,Fewer days than average per 100 discharges,110,-45.7,-13.2,,,Number of cases too small,,,,1,19.4,No different than the national rate,39,16.1,23.4,,20.4,No different than the national rate,127,16.7,24.3,,17.2,No different than the national rate,129,14.4,20.5,,95,373,5,373,92,373,4,373,4,373,Low,,100.0,
241379,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,1411 HIGHWAY 79 E,ELBOW LAKE,MN,56531,GRANT,(218) 685-7300,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,,,,,16,5,,15,5,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,,,,,,Low,,128.0,
241380,ST JOSEPHS AREA  HEALTH SERVICES,600 PLEASANT AVENUE,PARK RAPIDS,MN,56470,HUBBARD,(218) 732-3311,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,11,5,0,4,1,,,,15,15,Midwest,74.9,More days than average per 100 discharges,44,31.2,124.9,,48.4,More days than average per 100 discharges,79,23.1,80.9,,,Number of cases too small,,,,1,19.9,No different than the national rate,25,16.2,24.0,,22.4,No different than the national rate,50,18.5,27.0,,18.4,No different than the national rate,95,15.4,22.3,,97,196,5,196,92,196,4,196,5,196,Low,,151.0,
241381,SANFORD THIEF RIVER FALLS MEDICAL CENTER,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,56701,PENNINGTON,(218) 683-4400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Yes,,11,5,1,4,0,16,,,15,10,Midwest,,Number of cases too small,,,,1,19.6,Average days per 100 discharges,66,-2.0,46.5,,,Number of cases too small,,,,1,19.2,No different than the national rate,35,15.7,23.3,,,Number of cases too small,,,,1,16.7,No different than the national rate,102,13.9,20.1,,95,145,5,145,90,145,4,145,4,145,Low,,107.0,
243300,GILLETTE CHILDRENS SPECIALTY HOSPITAL,200 UNIVERSITY AVENUE EAST,SAINT PAUL,MN,55106,RAMSEY,(651) 578-5611,Children's,Government - Hospital District or Authority,No,,,,,,,,19,19,19,,,Midwest,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,,,,,,,19,,19
243302,CHILDREN'S HOSPITALS & CLINICS OF MN,2525 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55404,HENNEPIN,(612) 813-6112,Children's,Voluntary non-profit - Private,Yes,,,,,,,,19,19,19,,,Midwest,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,,,,,,,19,,19
244002,ANOKA METRO REGIONAL TREATMENT CENTER,3301 7TH AVE NORTH,ANOKA,MN,55303,ANOKA,(651) 431-5003,Psychiatric,Government - State,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244005,CHILD AND ADOLESCENT BEHAVIORAL HEALTH HOSPITAL,2301 TRANSPORTATION DRIVE NE,WILLMAR,MN,56201,KANDIYOHI,(320) 441-0125,Psychiatric,Government - State,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244011,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,400 ANNANDALE BOULEVARD,ANNANDALE,MN,55302,WRIGHT,(651) 259-3854,Psychiatric,Government - State,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244012,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ALEXANDRIA,1610 8TH AVENUE EAST,ALEXANDRIA,MN,56308,DOUGLAS,(320) 335-6201,Psychiatric,Government - State,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244013,COMMUNITY BEHAVIORAL HEALTH HOSPITAL FERGUS FALLS,1801 WEST ALCOTT AVENUE,FERGUS FALLS,MN,56538,OTTER TAIL,(218) 331-5005,Psychiatric,Government - State,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244014,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BEMIDJI,800 BEMIDJI AVENUE NORTH,BEMIDJI,MN,56601,BELTRAMI,(218) 308-2400,Psychiatric,Government - State,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244015,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BAXTER,14241 GRAND OAKS DRIVE,BAXTER,MN,56425,CROW WING,(218) 316-3101,Psychiatric,Government - State,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244017,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER,251 WOOD LAKE DRIVE SOUTHEAST,ROCHESTER,MN,55904,OLMSTED,(507) 206-2561,Psychiatric,Government - State,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244018,SANFORD BEHAVIORAL HEALTH CENTER,120 LABREE AVENUE SOUTH,THIEF RIVER FALLS,MN,56701,PENNINGTON,(218) 683-4351,Psychiatric,Voluntary non-profit - Private,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244019,CAPITOL PARK MENTAL HEALTH HOSPITAL,559 NORTH CAPITAL BOULEVARD,SAINT PAUL,MN,55103,RAMSEY,(763) 237-6800,Psychiatric,Proprietary,No,,,,,,,,19,19,19,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,2500 N STATE ST,JACKSON,MS,39216,HINDS,(601) 984-4100,Acute Care Hospitals,Government - State,Yes,Yes,2,11,11,0,10,1,,,,15,15,South,65.7,More days than average per 100 discharges,272,20.6,122.3,,29.3,More days than average per 100 discharges,203,4.5,60.0,,14.0,No different than the national rate,113,11.5,17.2,,21.8,No different than the national rate,192,18.3,26.1,,23.4,No different than the national rate,403,19.7,27.3,,16.7,No different than the national rate,268,14.0,19.8,,91,1583,3,1583,89,1583,4,1583,3,1583,Very high,,189.0,
250002,TISHOMINGO HEALTH SERVICES INC,1777 CURTIS DRIVE,IUKA,MS,38852,TISHOMINGO,(662) 423-6051,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,11,4,0,4,0,,,5,15,,South,-7.1,Average days per 100 discharges,57,-31.8,22.0,,-32.4,Fewer days than average per 100 discharges,120,-45.1,-15.4,,,Number of cases too small,,,,1,18.8,No different than the national rate,40,15.6,22.7,,21.0,No different than the national rate,48,17.5,25.3,,16.6,No different than the national rate,95,13.7,20.0,,97,124,5,124,93,124,5,124,5,124,Low,,108.0,
250004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER STREET,TUPELO,MS,38801,LEE,(662) 377-6608,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,2,11,11,2,8,1,,,,15,15,South,-19.4,Average days per 100 discharges,875,-45.0,14.6,,-9.9,Average days per 100 discharges,874,-28.0,12.0,,14.5,No different than the national rate,267,11.8,17.9,,19.1,No different than the national rate,409,15.9,22.8,,20.6,No different than the national rate,924,17.1,24.3,,16.4,No different than the national rate,891,13.7,19.5,,91,1101,3,1101,87,1101,3,1101,3,1101,Very high,,203.0,
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,200 HWY 30 WEST,NEW ALBANY,MS,38652,UNION,(662) 538-7631,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Yes,4,11,8,0,7,1,23,,,15,15,South,-10.6,Average days per 100 discharges,119,-35.8,22.1,,-11.1,Average days per 100 discharges,244,-29.0,13.5,,,Number of cases too small,,,,1,20.9,No different than the national rate,54,17.1,24.9,,19.6,No different than the national rate,119,16.4,23.4,,17.0,No different than the national rate,244,14.0,20.3,,94,409,5,409,90,409,4,409,4,409,Medium,,144.0,
250007,Memorial Hospital Biloxi,150 REYNOIR STREET,BILOXI,MS,39530,HARRISON,(228) 432-1571,Acute Care Hospitals,Proprietary,Yes,Yes,1,11,5,0,3,2,,,,15,15,South,84.4,More days than average per 100 discharges,45,35.8,144.5,,81.9,More days than average per 100 discharges,100,46.6,120.3,,,Number of cases too small,,,,1,19.8,No different than the national rate,53,16.6,23.6,,21.8,No different than the national rate,81,18.4,25.8,,18.2,No different than the national rate,136,15.3,21.6,,86,176,1,176,76,176,1,176,1,176,Medium,,153.0,
250009,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,CORINTH,MS,38834,ALCORN,(662) 293-1000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Yes,2,11,8,1,7,0,,,,15,15,South,-25.6,Average days per 100 discharges,373,-52.1,5.5,,-3.5,Average days per 100 discharges,541,-24.0,22.6,,14.8,No different than the national rate,115,11.9,18.2,,20.0,No different than the national rate,141,16.8,23.6,,21.1,No different than the national rate,331,17.7,25.1,,17.2,No different than the national rate,479,14.3,20.6,,92,413,4,413,89,413,4,413,4,413,Medium,,138.0,
250017,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Acute Care Hospitals,Proprietary,No,,,11,,,,,16,5,5,15,,South,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,,,,,,5,,5
250018,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,BAY SPRINGS,MS,39422,JASPER,(601) 764-2101,Acute Care Hospitals,Government - Local,No,,,11,,,,,16,5,5,15,,South,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,,,,,5,,,,,,5,,,,,,7,,,,,,,,,,,,5,,5
250019,MEMORIAL HOSPITAL AT GULFPORT,4500 13TH STREET,GULFPORT,MS,39502,HARRISON,(228) 867-4000,Acute Care Hospitals,Government - Local,Yes,Yes,3,11,11,0,10,1,,,,15,15,South,18.0,Average days per 100 discharges,746,-18.8,59.2,,4.2,Average days per 100 discharges,657,-17.6,32.0,,15.7,No different than the national rate,342,12.6,19.1,,20.5,No different than the national rate,421,17.3,24.1,,23.7,No different than the national rate,994,19.9,27.7,,17.7,No different than the national rate,822,15.0,21.0,,91,458,3,458,87,458,3,458,3,458,Very high,,157.0,
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,70 MEDICAL PLAZA,EUPORA,MS,39744,WEBSTER,(662) 258-6221,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,4,11,4,2,2,0,,,5,15,,South,-65.2,Fewer days than average per 100 discharges,77,-79.6,-46.9,,-53.5,Fewer days than average per 100 discharges,146,-65.3,-40.8,,,Number of cases too small,,,,1,19.5,No different than the national rate,51,16.3,23.1,,20.0,No different than the national rate,80,16.6,23.9,,15.7,No different than the national rate,148,12.9,18.8,,96,127,5,127,94,127,5,127,4,127,Low,,83.0,
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,1105 EARL FRYE BLVD,AMORY,MS,38821,MONROE,(662) 256-7111,Acute Care Hospitals,Proprietary,Yes,Yes,3,11,6,0,6,0,,,,15,10,South,-14.3,Average days per 100 discharges,69,-38.5,15.0,,-16.4,Average days per 100 discharges,179,-30.4,2.8,,,Number of cases too small,,,,1,19.0,No different than the national rate,78,15.6,22.6,,22.4,No different than the national rate,66,18.8,26.8,,16.1,No different than the national rate,171,13.3,19.4,,95,315,5,315,91,315,4,315,4,315,Medium,,161.0,
250027,WINSTON MEDICAL CENTER,17550 EAST MAIN STREET,LOUISVILLE,MS,39339,WINSTON,(662) 779-5124,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,11,2,1,1,0,16,,5,15,,South,141.2,More days than average per 100 discharges,25,87.4,213.0,,-7.6,Average days per 100 discharges,73,-22.4,11.1,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.7,No different than the national rate,69,13.9,20.1,,,34,,34,,34,,34,,34,Low,,109.0,
250031,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,MS,39183,WARREN,(601) 883-5000,Acute Care Hospitals,Proprietary,Yes,Yes,2,11,8,0,6,2,,,,15,15,South,-32.5,Average days per 100 discharges,174,-55.9,0.2,,14.7,Average days per 100 discharges,250,-7.2,40.9,,14.3,No different than the national rate,208,11.6,17.6,,19.1,No different than the national rate,113,15.8,22.8,,22.2,No different than the national rate,231,18.5,26.4,,18.8,No different than the national rate,361,15.8,22.2,,89,270,2,270,85,270,2,270,2,270,Low,,123.0,
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,1100 BELK BLVD,OXFORD,MS,38655,LAFAYETTE,(662) 232-8100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,9,0,7,2,,,,15,15,South,17.4,Average days per 100 discharges,693,-15.1,57.4,,-1.3,Average days per 100 discharges,858,-24.5,27.0,,14.0,No different than the national rate,227,11.4,17.3,,21.0,No different than the national rate,200,17.7,24.9,,22.8,No different than the national rate,707,19.0,26.8,,18.7,No different than the national rate,851,15.6,22.1,,94,690,5,690,91,690,4,690,4,690,High,,157.0,
250036,GEORGE REGIONAL HEALTH SYSTEM,859 WINTER STREET,LUCEDALE,MS,39452,GEORGE,(601) 947-3161,Acute Care Hospitals,Government - Local,Yes,Yes,1,11,4,0,3,1,,,,15,15,South,,Number of cases too small,,,,1,36.0,More days than average per 100 discharges,69,10.1,68.5,,,,,,,5,20.1,No different than the national rate,27,16.9,23.8,,21.8,No different than the national rate,26,18.2,26.1,,17.2,No different than the national rate,66,14.3,20.5,,93,101,4,101,93,101,5,101,4,101,Low,,132.0,
250038,MERIT HEALTH MADISON,161 RIVER OAKS DRIVE,CANTON,MS,39046,MADISON,(601) 855-4000,Acute Care Hospitals,Proprietary,Yes,,3,11,6,0,4,2,,,,15,15,South,61.6,More days than average per 100 discharges,40,20.7,107.0,,59.9,More days than average per 100 discharges,66,30.5,91.1,,,Number of cases too small,,,,1,20.2,No different than the national rate,33,16.6,24.1,,22.2,No different than the national rate,50,18.4,26.6,,17.7,No different than the national rate,82,14.7,21.0,,93,149,4,149,89,149,4,149,4,149,Low,,136.0,
250040,SINGING RIVER HEALTH SYSTEM,2809 DENNY AV,PASCAGOULA,MS,39581,JACKSON,(228) 809-5000,Acute Care Hospitals,Government - Local,Yes,Yes,1,11,11,0,8,3,,,,15,15,South,40.6,More days than average per 100 discharges,412,3.7,84.9,,13.4,Average days per 100 discharges,277,-8.9,40.4,,14.4,No different than the national rate,202,11.5,17.8,,21.3,No different than the national rate,274,18.0,25.2,,20.5,No different than the national rate,542,17.3,24.2,,16.6,No different than the national rate,346,13.7,19.7,,91,1104,3,1104,88,1104,3,1104,3,1104,Very high,,176.0,
250042,NORTHWEST MISSISSISSIPPI REGIONAL MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,MS,38614,COAHOMA,(662) 627-3211,Acute Care Hospitals,Proprietary,Yes,Yes,3,11,3,1,2,0,,,5,15,,South,,Number of cases too small,,,,1,30.1,More days than average per 100 discharges,55,10.5,55.1,,,,,,,7,19.7,No different than the national rate,31,16.4,23.9,,21.2,No different than the national rate,43,17.7,25.4,,17.3,No different than the national rate,71,14.3,20.8,,,57,,57,,57,,57,,57,Low,,172.0,
250043,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,MS,39350,NESHOBA,(601) 663-1200,Acute Care Hospitals,Government - Local,Yes,,3,11,5,1,3,1,,,,15,5,South,51.2,More days than average per 100 discharges,29,14.8,89.8,,-6.4,Average days per 100 discharges,101,-22.5,9.9,,,Number of cases too small,,,,1,19.6,No different than the national rate,38,16.3,23.7,,,Number of cases too small,,,,1,16.9,No different than the national rate,97,13.9,20.6,,,55,,55,,55,,55,,55,Medium,,97.0,
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,100 HOSPITAL STREET,BOONEVILLE,MS,38829,PRENTISS,(662) 720-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,11,6,1,5,0,23,,,15,5,South,-64.4,Fewer days than average per 100 discharges,54,-82.6,-43.2,,6.2,Average days per 100 discharges,129,-13.9,28.8,,,,,,,5,19.7,No different than the national rate,26,16.0,23.7,,20.4,No different than the national rate,34,17.0,24.2,,17.2,No different than the national rate,111,14.1,20.8,,,88,,88,,88,,88,,88,Low,,99.0,
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,HINDS,(601) 200-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Yes,2,11,11,0,9,2,,,,15,15,South,20.9,Average days per 100 discharges,791,-10.4,59.9,,40.1,More days than average per 100 discharges,909,12.2,72.2,,12.9,No different than the national rate,441,10.3,15.9,,21.2,No different than the national rate,294,17.7,25.1,,21.0,No different than the national rate,1104,17.3,25.0,,18.8,No different than the national rate,1090,15.7,22.2,,92,559,4,559,88,559,3,559,3,559,High,,250.0,
250049,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY STREET / PO BOX 351,MAGNOLIA,MS,39652,PIKE,(601) 783-2353,Acute Care Hospitals,Proprietary,No,,,11,2,0,2,0,16,,5,15,,South,-19.8,Average days per 100 discharges,31,-41.9,4.2,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,21.2,No different than the national rate,38,17.7,25.5,,,Number of cases too small,,,,1,,,,,,,,,,,,5,,5
250050,BAPTIST MEMORIAL HOSPITAL-OKTIBBEHA COUNTY,400 HOSPITAL ROAD,STARKVILLE,MS,39759,OKTIBBEHA,(662) 323-4320,Acute Care Hospitals,Government - Local,Yes,Yes,2,11,5,0,4,1,,,,15,15,South,25.8,Average days per 100 discharges,42,-4.2,61.2,,-7.8,Average days per 100 discharges,129,-25.0,10.6,,,Number of cases too small,,,,1,19.4,No different than the national rate,27,16.0,23.2,,22.0,No different than the national rate,45,18.4,26.3,,16.4,No different than the national rate,126,13.6,19.7,,89,266,2,266,85,266,2,266,3,266,Medium,,133.0,
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,MS,39601,LINCOLN,(601) 833-6011,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Yes,3,11,6,1,5,0,,,,15,15,South,-20.0,Average days per 100 discharges,72,-46.5,16.7,,10.7,Average days per 100 discharges,158,-10.9,40.5,,,,,,,5,20.4,No different than the national rate,44,17.0,24.2,,21.0,No different than the national rate,80,17.4,25.0,,17.4,No different than the national rate,148,14.4,20.7,,93,330,4,330,90,330,4,330,4,330,Medium,,140.0,
250058,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,LAUREL,MS,39440,JONES,(601) 426-4000,Acute Care Hospitals,Government - Local,Yes,Yes,1,11,9,0,6,3,,,,15,15,South,51.9,More days than average per 100 discharges,211,14.5,97.1,,28.7,More days than average per 100 discharges,361,1.5,56.9,,14.0,No different than the national rate,30,11.4,17.0,,19.8,No different than the national rate,201,16.4,23.8,,22.3,No different than the national rate,223,18.7,26.3,,17.8,No different than the national rate,391,14.9,21.2,,92,856,4,856,89,856,4,856,3,856,High,,128.0,
250061,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,WATER VALLEY,MS,38965,YALOBUSHA,(662) 473-1411,Acute Care Hospitals,Government - Local,No,,,11,4,0,3,1,16,,5,15,,South,94.8,More days than average per 100 discharges,26,52.5,141.0,,-13.0,Average days per 100 discharges,27,-29.9,7.1,,,,,,,5,19.7,No different than the national rate,30,16.4,23.5,,,Number of cases too small,,,,1,17.1,No different than the national rate,28,14.1,20.9,,,,,,,,,,,,,5,,5
250067,CLAY COUNTY MEDICAL CORPORATION,150 MEDICAL CENTER DRIVE,WEST POINT,MS,39773,CLAY,(662) 495-2300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,7,1,6,0,,,,15,5,South,-1.1,Average days per 100 discharges,42,-27.0,33.5,,-33.5,Fewer days than average per 100 discharges,86,-46.6,-14.9,,,Number of cases too small,,,,1,20.3,No different than the national rate,27,17.0,24.1,,22.6,No different than the national rate,55,18.9,26.7,,17.1,No different than the national rate,112,14.2,20.5,,93,125,4,125,90,125,4,125,4,125,Low,,110.0,
